Company,Date,Time,Rocket,Mission,RocketStatus,MissionStatus,Day/Night Launch,Complex ID,Launch Site,Territory,Country
Boeing,10/30/90,23:16:00,Delta II 6925,Inmarsat-2 F1,Retired,Success,Night,SLC-17B,Cape Canaveral AFS,Florida,USA
Martin Marietta,11/13/90,0:37:00,Titan IV(402)A,DSP,Retired,Success,Night,SLC-41,Cape Canaveral AFS,Florida,USA
NASA,11/15/90,23:48:00,Space Shuttle Atlantis,STS-38,Retired,Success,Night,LC-39A,Kennedy Space Center,Florida,USA
Boeing,11/26/90,21:39:00,Delta II 7925,USA-66 (GPS IIA-1),Retired,Success,Night,SLC-17A,Cape Canaveral AFS,Florida,USA
General Dynamics,12/1/90,15:57:00,Atlas-E/F Star-37S-ISS,DMSP F-10,Retired,Success,Day,SLC-3W,Vandenberg AFB,California,USA
NASA,12/2/90,6:49:00,Space Shuttle Columbia,STS-35,Retired,Success,Day,LC-39B,Kennedy Space Center,Florida,USA
Boeing,1/8/91,0:53:00,Delta II 7925,NATO 4A,Retired,Success,Night,SLC-17B,Cape Canaveral AFS,Florida,USA
Martin Marietta,3/8/91,12:03:00,Titan IV(403)A,Lacrosse,Retired,Success,Day,SLC-4E,Vandenberg AFB,California,USA
Boeing,3/8/91,23:03:00,Delta II 6925,Inmarsat-2 F2,Retired,Success,Night,SLC-17B,Cape Canaveral AFS,Florida,USA
NASA,4/5/91,14:22:00,Space Shuttle Atlantis,STS-37,Retired,Success,Day,LC-39B,Kennedy Space Center,Florida,USA
Boeing,4/13/91,0:09:00,Delta II 7925,ASC-2 (Spacenet F4),Retired,Success,Night,SLC-17B,Cape Canaveral AFS,Florida,USA
General Dynamics,4/18/91,23:30:00,Atlas I,Yuri 3H,Retired,Failure,Night,SLC-36B,Cape Canaveral AFS,Florida,USA
NASA,4/28/91,11:33:00,Space Shuttle Discovery,STS-39,Retired,Success,Day,LC-39A,Kennedy Space Center,Florida,USA
General Dynamics,5/14/91,15:52:00,Atlas-E/F Star-37S-ISS,NOAA-D,Retired,Success,Day,SLC-3W,Vandenberg AFB,California,USA
Boeing,5/29/91,22:55:00,Delta II 7925,Aurora 2,Retired,Success,Night,SLC-17B,Cape Canaveral AFS,Florida,USA
NASA,6/5/91,13:24:00,Space Shuttle Columbia,STS-40,Retired,Success,Day,LC-39B,Kennedy Space Center,Florida,USA
Boeing,7/4/91,2:32:00,Delta II 7925,USA-71 (GPS IIA-2),Retired,Success,Night,SLC-17A,Cape Canaveral AFS,Florida,USA
Northrop,7/21/91,17:33:00,Pegasus/HAPS,7 Microsats,Retired,Partial Failure,Day,NB-52B Carrier,Edwards AFB,California,USA
NASA,8/2/91,15:02:00,Space Shuttle Atlantis,STS-43,Retired,Success,Day,LC-39A,Kennedy Space Center,Florida,USA
NASA,9/12/91,23:11:00,Space Shuttle Discovery,STS-48,Retired,Success,Night,LC-39A,Kennedy Space Center,Florida,USA
Martin Marietta,11/8/91,7:07:00,Titan IV(403)A,SLDCOM & NOSS 3x,Retired,Success,Day,SLC-4E,Vandenberg AFB,California,USA
NASA,11/24/91,23:44:00,Space Shuttle Atlantis,STS-44,Retired,Success,Night,LC-39A,Kennedy Space Center,Florida,USA
General Dynamics,11/28/91,13:23:00,Atlas-E/F Star-37S-ISS,DMSP F-11,Retired,Success,Day,SLC-3W,Vandenberg AFB,California,USA
General Dynamics,12/7/91,22:47:00,Atlas II,Eutelsat 2F3,Retired,Success,Night,SLC-36B,Cape Canaveral AFS,Florida,USA
NASA,1/22/92,14:52:00,Space Shuttle Discovery,STS-42,Retired,Success,Day,LC-39A,Kennedy Space Center,Florida,USA
General Dynamics,2/11/92,0:41:00,Atlas II,USA-78 (DSCS IIIB-14),Retired,Success,Night,SLC-36A,Cape Canaveral AFS,Florida,USA
General Dynamics,3/14/92,0:00:00,Atlas I,Galaxy 5,Retired,Success,Night,SLC-36B,Cape Canaveral AFS,Florida,USA
Boeing,3/23/92,22:29:00,Delta II 7925,USA-79 (GPS IIA-3),Retired,Success,Night,SLC-17B,Cape Canaveral AFS,Florida,USA
NASA,3/24/92,13:13:00,Space Shuttle Atlantis,STS-45,Retired,Success,Day,LC-39A,Kennedy Space Center,Florida,USA
Boeing,4/10/92,3:20:00,Delta II 7925,USA-80 (GPS IIA-4),Retired,Success,Night,SLC-17B,Cape Canaveral AFS,Florida,USA
Martin Marietta,4/25/92,8:53:00,Titan II(23)G,USA-81,Retired,Success,Day,SLC-4W,Vandenberg AFB,California,USA
NASA,5/7/92,23:40:00,Space Shuttle Endeavour,STS-49,Retired,Success,Night,LC-39B,Kennedy Space Center,Florida,USA
Boeing,5/14/92,0:40:00,Delta II 7925,Palapa B4,Retired,Success,Night,SLC-17B,Cape Canaveral AFS,Florida,USA
Boeing,6/7/92,16:40:00,Delta II 6920-10,EUVE,Retired,Success,Day,SLC-17A,Cape Canaveral AFS,Florida,USA
General Dynamics,6/10/92,0:00:00,Atlas IIA,Intelsat K,Retired,Success,Night,SLC-36B,Cape Canaveral AFS,Florida,USA
NASA,6/25/92,16:12:00,Space Shuttle Columbia,STS-50,Retired,Success,Day,LC-39A,Kennedy Space Center,Florida,USA
General Dynamics,7/2/92,21:54:00,Atlas II,USA-82 (DSCS IIIB-12),Retired,Success,Night,SLC-36A,Cape Canaveral AFS,Florida,USA
Boeing,7/7/92,9:20:00,Delta II 7925,USA-83 (GPS IIA-5),Retired,Success,Day,SLC-17B,Cape Canaveral AFS,Florida,USA
Boeing,7/24/92,9:20:00,Delta II 7925,Satcom C4,Retired,Success,Day,SLC-17B,Cape Canaveral AFS,Florida,USA
Boeing,7/24/92,14:26:00,Delta II 6925,GEOTAIL,Retired,Success,Day,SLC-17A,Cape Canaveral AFS,Florida,USA
NASA,7/31/92,13:56:00,Space Shuttle Atlantis,STS-46,Retired,Success,Day,LC-39B,Kennedy Space Center,Florida,USA
General Dynamics,8/22/92,22:40:00,Atlas I,Galaxy 1R,Retired,Failure,Night,SLC-36B,Cape Canaveral AFS,Florida,USA
Boeing,9/9/92,8:57:00,Delta II 7925,USA-84 (GPS IIA-6),Retired,Success,Day,SLC-17A,Cape Canaveral AFS,Florida,USA
NASA,9/12/92,14:23:00,Space Shuttle Endeavour,STS-47,Retired,Success,Day,LC-39B,Kennedy Space Center,Florida,USA
Martin Marietta,9/25/92,17:05:00,Commercial Titan III,Mars Observer,Retired,Success,Day,SLC-40,Cape Canaveral AFS,Florida,USA
Boeing,10/12/92,9:47:00,Delta II 7925,DFS Kopernikus 3,Retired,Success,Day,SLC-17B,Cape Canaveral AFS,Florida,USA
NASA,10/22/92,17:09:00,Space Shuttle Columbia,STS-52,Retired,Success,Day,LC-39B,Kennedy Space Center,Florida,USA
Boeing,11/22/92,23:54:00,Delta II 7925,USA-85 (GPS IIA-7),Retired,Success,Night,SLC-17A,Cape Canaveral AFS,Florida,USA
Martin Marietta,11/28/92,21:34:00,Titan IV(404)A,KH-11 Kennen,Retired,Success,Night,SLC-4E,Vandenberg AFB,California,USA
NASA,12/2/92,13:24:00,Space Shuttle Discovery,STS-53,Retired,Success,Day,LC-39A,Kennedy Space Center,Florida,USA
Boeing,12/18/92,22:16:00,Delta II 7925,USA-87 (GPS IIA-8),Retired,Success,Night,SLC-17B,Cape Canaveral AFS,Florida,USA
NASA,1/13/93,13:59:00,Space Shuttle Endeavour,STS-54,Retired,Success,Day,LC-39B,Kennedy Space Center,Florida,USA
Boeing,2/3/93,2:55:00,Delta II 7925,USA-88 (GPS IIA-9),Retired,Success,Night,SLC-17A,Cape Canaveral AFS,Florida,USA
Northrop,2/9/93,14:30:00,Pegasus,SCD-1,Retired,Success,Day,NB-52B Carrier,Cape Canaveral AFS,Florida,USA
General Dynamics,3/25/93,21:38:00,Atlas I,UHF F1,Retired,Failure,Night,SLC-36B,Cape Canaveral AFS,Florida,USA
Boeing,3/30/93,3:09:00,Delta II 7925,USA-90 (GPS IIA-10)/SEDS-1,Retired,Success,Night,SLC-17A,Cape Canaveral AFS,Florida,USA
NASA,4/8/93,5:29:00,Space Shuttle Discovery,STS-56,Retired,Success,Night,LC-39B,Kennedy Space Center,Florida,USA
Northrop,4/25/93,13:56:00,Pegasus,ALEXIS,Retired,Success,Day,NB-52B Carrier,Edwards AFB,California,USA
NASA,4/26/93,14:50:00,Space Shuttle Columbia,STS-55,Retired,Success,Day,LC-39A,Kennedy Space Center,Florida,USA
Boeing,5/13/93,0:07:00,Delta II 7925,USA-91 (GPS IIA-11),Retired,Success,Night,SLC-17A,Cape Canaveral AFS,Florida,USA
NASA,6/21/93,13:07:00,Space Shuttle Endeavour,STS-57,Retired,Success,Day,LC-39B,Kennedy Space Center,Florida,USA
Boeing,6/26/93,13:27:00,Delta II 7925,USA-92 (GPS IIA-12)/PMG,Retired,Success,Day,SLC-17A,Cape Canaveral AFS,Florida,USA
General Dynamics,7/19/93,22:04:00,Atlas II,USA-93 (DSCS IIIB-9),Retired,Success,Night,SLC-36A,Cape Canaveral AFS,Florida,USA
Martin Marietta,8/2/93,19:59:00,Titan IV(403)A,SLDCOM & 3x NOSS,Retired,Failure,Night,SLC-4E,Vandenberg AFB,California,USA
General Dynamics,8/9/93,10:02:00,Atlas-E/F Star-37S-ISS,NOAA-I,Retired,Success,Day,SLC-3W,Vandenberg AFB,California,USA
Boeing,8/30/93,12:38:00,Delta II 7925,USA-94 (GPS IIA-13),Retired,Success,Day,SLC-17B,Cape Canaveral AFS,Florida,USA
General Dynamics,9/3/93,11:17:00,Atlas I,UHF F2,Retired,Success,Day,SLC-36B,Cape Canaveral AFS,Florida,USA
NASA,9/12/93,11:45:00,Space Shuttle Discovery,STS-51,Retired,Success,Day,LC-39B,Kennedy Space Center,Florida,USA
Martin Marietta,10/5/93,17:56:00,Titan II(23)G,Landsat 6,Retired,Failure,Day,SLC-4W,Vandenberg AFB,California,USA
NASA,10/18/93,14:53:00,Space Shuttle Columbia,STS-58,Retired,Success,Day,LC-39B,Kennedy Space Center,Florida,USA
Boeing,10/26/93,17:04:00,Delta II 7925,USA-96 (GPS IIA-14),Retired,Success,Day,SLC-17B,Cape Canaveral AFS,Florida,USA
General Dynamics,11/28/93,23:40:00,Atlas II,USA-97 (DSCS IIIB-10,Retired,Success,Night,SLC-36A,Cape Canaveral AFS,Florida,USA
NASA,12/2/93,9:27:00,Space Shuttle Endeavour,STS-61,Retired,Success,Day,LC-39B,Kennedy Space Center,Florida,USA
Boeing,12/8/93,0:48:00,Delta II 7925,NATO 4B,Retired,Success,Night,SLC-17A,Cape Canaveral AFS,Florida,USA
General Dynamics,12/16/93,0:38:00,Atlas IIAS,Telstar 401,Retired,Success,Night,SLC-36B,Cape Canaveral AFS,Florida,USA
Martin Marietta,1/25/94,16:34:00,Titan II(23)G,Clementine,Retired,Success,Day,SLC-4W,Vandenberg AFB,California,USA
NASA,2/3/94,12:10:00,Space Shuttle Discovery,STS-60,Retired,Success,Day,LC-39A,Kennedy Space Center,Florida,USA
Martin Marietta,2/7/94,21:47:00,Titan IV(401)A,Milstar DFS-1,Retired,Success,Night,SLC-40,Cape Canaveral AFS,Florida,USA
NASA,3/4/94,13:53:00,Space Shuttle Columbia,STS-62,Retired,Success,Day,LC-39B,Kennedy Space Center,Florida,USA
Boeing,3/10/94,3:40:00,Delta II 7925,USA-100 (GPS IIA-15)/SEDS-2,Retired,Success,Night,SLC-17A,Cape Canaveral AFS,Florida,USA
Northrop,3/13/94,22:32:00,Minotaur C (Taurus),STEP Mission 0 & DARPASAT,Active,Success,Night,SLC-576E,Vandenberg AFB,California,USA
Boeing,3/19/94,23:45:00,Delta II 7925-8,Galaxy 1R,Retired,Success,Night,SLC-17B,Cape Canaveral AFS,Florida,USA
NASA,4/9/94,11:05:00,Space Shuttle Endeavour,STS-59,Retired,Success,Day,LC-39A,Kennedy Space Center,Florida,USA
Lockheed,4/13/94,6:04:00,Atlas I,GOES-I,Retired,Success,Day,SLC-36B,Cape Canaveral AFS,Florida,USA
Martin Marietta,5/3/94,15:55:00,Titan IV(401)A,Trumpet,Retired,Success,Day,SLC-41,Cape Canaveral AFS,Florida,USA
Northrop,5/19/94,17:03:00,Pegasus/HAPS,STEP-2,Retired,Partial Failure,Day,NB-52B Carrier,Edwards AFB,California,USA
Lockheed,6/24/94,13:50:00,Atlas I,UHF F3,Retired,Success,Day,SLC-36B,Cape Canaveral AFS,Florida,USA
Northrop,6/27/94,21:15:00,Pegasus XL,STEP-1,Active,Failure,Night,Stargazer,Vandenberg AFB,California,USA
NASA,7/8/94,4:43:00,Space Shuttle Columbia,STS-65,Retired,Success,Night,LC-39A,Kennedy Space Center,Florida,USA
Lockheed,8/3/94,23:57:00,Atlas IIA,DBS-2,Retired,Success,Night,SLC-36A,Cape Canaveral AFS,Florida,USA
Martin Marietta,8/27/94,8:58:00,Titan IV(401)A,Mercury,Retired,Success,Day,SLC-41,Cape Canaveral AFS,Florida,USA
General Dynamics,8/29/94,17:38:00,Atlas-E/F Star-37S-ISS,DMSP F-12,Retired,Success,Day,SLC-3W,Vandenberg AFB,California,USA
Northrop,9/3/94,14:38:00,Pegasus,APEX,Retired,Success,Day,NB-52B Carrier,Edwards AFB,California,USA
NASA,9/9/94,22:22:00,Space Shuttle Discovery,STS-64,Retired,Success,Night,LC-39B,Kennedy Space Center,Florida,USA
NASA,9/30/94,11:16:00,Space Shuttle Endeavour,STS-68,Retired,Success,Day,LC-39A,Kennedy Space Center,Florida,USA
Lockheed,10/6/94,6:35:00,Atlas IIAS,Intelsat 703,Retired,Success,Day,SLC-36B,Cape Canaveral AFS,Florida,USA
Boeing,11/1/94,9:31:00,Delta II 7925-10,Wind,Retired,Success,Day,SLC-17B,Cape Canaveral AFS,Florida,USA
NASA,11/3/94,16:59:00,Space Shuttle Atlantis,STS-66,Retired,Success,Day,LC-39B,Kennedy Space Center,Florida,USA
Lockheed,11/29/94,10:21:00,Atlas IIA,Orion 1,Retired,Success,Day,SLC-36A,Cape Canaveral AFS,Florida,USA
Martin Marietta,12/22/94,22:19:00,Titan IV(402)A,DSP,Retired,Success,Night,SLC-40,Cape Canaveral AFS,Florida,USA
General Dynamics,12/30/94,10:02:00,Atlas-E/F Star-37S-ISS,NOAA-J,Retired,Success,Day,SLC-3W,Vandenberg AFB,California,USA
ILS,1/10/95,6:18:00,Atlas IIAS,Intelsat 704,Retired,Success,Day,SLC-36B,Cape Canaveral AFS,Florida,USA
Lockheed,1/29/95,1:25:00,Atlas II,USA-108 (UHF F4),Retired,Success,Night,SLC-36A,Cape Canaveral AFS,Florida,USA
NASA,2/3/95,5:22:00,Space Shuttle Discovery,STS-63,Retired,Success,Night,LC-39B,Kennedy Space Center,Florida,USA
NASA,3/2/95,6:38:00,Space Shuttle Endeavour,STS-67,Retired,Success,Day,LC-39A,Kennedy Space Center,Florida,USA
ILS,3/22/95,6:18:00,Atlas IIAS,Intelsat 705,Retired,Success,Day,SLC-36B,Cape Canaveral AFS,Florida,USA
General Dynamics,3/24/95,14:05:00,Atlas-E/F Star-37S-ISS,DMSP F-13,Retired,Success,Day,SLC-3W,Vandenberg AFB,California,USA
Northrop,4/3/95,13:48:00,Pegasus,Orbcomm F1 and F2 & OrbView-1,Retired,Success,Day,Stargazer,Vandenberg AFB,California,USA
ILS,4/7/95,23:47:00,Atlas IIA,AMSC-1,Retired,Success,Night,SLC-36A,Cape Canaveral AFS,Florida,USA
Lockheed,5/14/95,13:45:00,Titan IV(401)A,Mentor,Retired,Success,Day,SLC-40,Cape Canaveral AFS,Florida,USA
Lockheed,5/23/95,5:52:00,Atlas I,GOES-J,Retired,Success,Night,SLC-36B,Cape Canaveral AFS,Florida,USA
Lockheed,5/31/95,15:27:00,Atlas II,USA-111 (UHF F5),Retired,Success,Day,SLC-36A,Cape Canaveral AFS,Florida,USA
Northrop,6/22/95,19:58:00,Pegasus XL,STEP-3,Active,Failure,Night,Stargazer,Vandenberg AFB,California,USA
NASA,6/27/95,19:32:00,Space Shuttle Atlantis,STS-71,Retired,Success,Night,LC-39A,Kennedy Space Center,Florida,USA
Lockheed,7/10/95,12:38:00,Titan IV(401)A,Trumpet,Retired,Success,Day,SLC-41,Cape Canaveral AFS,Florida,USA
NASA,7/13/95,13:41:00,Space Shuttle Discovery,STS-70,Retired,Success,Day,LC-39B,Kennedy Space Center,Florida,USA
Lockheed,7/31/95,23:30:00,Atlas IIA,USA-113 (DSCS IIIB-7),Retired,Success,Night,SLC-36A,Cape Canaveral AFS,Florida,USA
Lockheed,8/15/95,22:30:00,Athena I,GemStar 1,Retired,Failure,Night,SLC-6,Vandenberg AFB,California,USA
ILS,8/29/95,0:53:00,Atlas IIAS,JCSAT-3,Retired,Success,Night,SLC-36B,Cape Canaveral AFS,Florida,USA
Boeing,9/5/95,11:10:00,Delta II 7925,Koreasat 1,Retired,Partial Failure,Day,SLC-17B,Cape Canaveral AFS,Florida,USA
NASA,9/7/95,15:09:00,Space Shuttle Endeavour,STS-69,Retired,Success,Day,LC-39A,Kennedy Space Center,Florida,USA
NASA,10/20/95,13:53:00,Space Shuttle Columbia,STS-73,Retired,Success,Day,LC-39B,Kennedy Space Center,Florida,USA
Lockheed,10/22/95,8:00:00,Atlas II,USA-114 (UHF F6),Retired,Success,Day,SLC-36A,Cape Canaveral AFS,Florida,USA
EER,10/23/95,22:03:00,Conestoga-1620,METEOR,Retired,Failure,Night,LP-0A,Wallops Flight Facility,Virginia,USA
Boeing,11/4/95,14:22:00,Delta II 7920-10,RADARSAT-1 and SURFSAT,Retired,Success,Day,SLC-2W,Vandenberg AFB,California,USA
Lockheed,11/6/95,5:15:00,Titan IV(401)A,Milstar DFS-2,Retired,Success,Night,SLC-40,Cape Canaveral AFS,Florida,USA
NASA,11/12/95,12:30:00,Space Shuttle Atlantis,STS-74,Retired,Success,Day,LC-39A,Kennedy Space Center,Florida,USA
Lockheed,12/2/95,8:08:00,Atlas IIAS,SOHO,Retired,Success,Day,SLC-36B,Cape Canaveral AFS,Florida,USA
Lockheed,12/5/95,21:18:00,Titan IV(404)A,KH-11 Kennen,Retired,Success,Night,SLC-4E,Vandenberg AFB,California,USA
Lockheed,12/15/95,0:23:00,Atlas IIA,Galaxy 3R,Retired,Success,Night,SLC-36A,Cape Canaveral AFS,Florida,USA
Boeing,12/30/95,13:48:00,Delta II 7920-10,XTE,Retired,Success,Day,SLC-17A,Cape Canaveral AFS,Florida,USA
NASA,1/11/96,9:41:00,Space Shuttle Endeavour,STS-72,Retired,Success,Day,LC-39B,Kennedy Space Center,Florida,USA
Boeing,1/14/96,11:10:00,Delta II 7925,Koreasat-2,Retired,Success,Day,SLC-17B,Cape Canaveral AFS,Florida,USA
ILS,2/1/96,1:15:00,Atlas IIAS,Palapa C1,Retired,Success,Night,SLC-36B,Cape Canaveral AFS,Florida,USA
Boeing,2/17/96,20:43:00,Delta II 7925-8,NEAR,Retired,Success,Night,SLC-17B,Cape Canaveral AFS,Florida,USA
NASA,2/22/96,20:18:00,Space Shuttle Columbia,STS-75,Retired,Success,Night,LC-39B,Kennedy Space Center,Florida,USA
Boeing,2/24/96,11:24:00,Delta II 7925-10,Polar,Retired,Success,Day,SLC-2W,Vandenberg AFB,California,USA
Northrop,3/9/96,1:53:00,Pegasus XL,REX II,Active,Success,Night,Stargazer,Vandenberg AFB,California,USA
NASA,3/22/96,8:13:00,Space Shuttle Atlantis,STS-76,Retired,Success,Day,LC-39B,Kennedy Space Center,Florida,USA
Boeing,3/28/96,0:21:00,Delta II 7925,USA-117 (GPS IIA-16),Retired,Success,Night,SLC-17B,Cape Canaveral AFS,Florida,USA
ILS,4/3/96,23:01:00,Atlas IIA,Inmarsat 3-F1,Retired,Success,Night,SLC-36A,Cape Canaveral AFS,Florida,USA
Boeing,4/24/96,12:27:00,Delta II 7920-10,MSX,Retired,Success,Day,SLC-2W,Vandenberg AFB,California,USA
Lockheed,4/24/96,23:37:00,Titan IV(401)A,Mercury,Retired,Success,Night,SLC-41,Cape Canaveral AFS,Florida,USA
Lockheed,4/30/96,4:31:00,Atlas I,BeppoSAX,Retired,Success,Night,SLC-36B,Cape Canaveral AFS,Florida,USA
Lockheed,5/12/96,21:32:00,Titan IV(403)A,"SLDCOM, NOSS 3x, TiPS 2x",Retired,Success,Night,SLC-4E,Vandenberg AFB,California,USA
Northrop,5/17/96,2:44:00,Pegasus,MSTI-3,Retired,Success,Night,Stargazer,Vandenberg AFB,California,USA
NASA,5/19/96,10:30:00,Space Shuttle Endeavour,STS-77,Retired,Success,Day,LC-39B,Kennedy Space Center,Florida,USA
Boeing,5/24/96,1:10:00,Delta II 7925,Galaxy 9,Retired,Success,Night,SLC-17B,Cape Canaveral AFS,Florida,USA
NASA,6/20/96,14:49:00,Space Shuttle Columbia,STS-78,Retired,Success,Day,LC-39B,Kennedy Space Center,Florida,USA
Northrop,7/2/96,7:48:00,Pegasus XL,TOMS,Active,Success,Day,Stargazer,Vandenberg AFB,California,USA
Lockheed,7/3/96,0:31:00,Titan IV(405)A,SDS,Retired,Success,Night,SLC-40,Cape Canaveral AFS,Florida,USA
Boeing,7/16/96,0:50:00,Delta II 7925,USA-126 (GPS IIA-17),Retired,Success,Night,SLC-17A,Cape Canaveral AFS,Florida,USA
Lockheed,7/25/96,12:42:00,Atlas II,UHF F7,Retired,Success,Day,SLC-36A,Cape Canaveral AFS,Florida,USA
Northrop,8/21/96,9:47:00,Pegasus XL,FAST,Active,Success,Day,Stargazer,Vandenberg AFB,California,USA
ILS,9/8/96,21:49:00,Atlas IIA,GE-1,Retired,Success,Night,SLC-36B,Cape Canaveral AFS,Florida,USA
Boeing,9/12/96,8:49:00,Delta II 7925,USA-128 (GPS IIA-18),Retired,Success,Day,SLC-17A,Cape Canaveral AFS,Florida,USA
NASA,9/16/96,8:54:00,Space Shuttle Atlantis,STS-79,Retired,Success,Day,LC-39A,Kennedy Space Center,Florida,USA
Northrop,11/4/96,17:08:00,Pegasus XL,HETE & SAC-B,Active,Failure,Day,Stargazer,Vandenberg AFB,California,USA
Boeing,11/7/96,17:00:00,Delta II 7925,Mars Global Surveyor,Retired,Success,Day,SLC-17A,Cape Canaveral AFS,Florida,USA
ILS,11/21/96,20:47:00,Atlas IIA,Hot Bird 2,Retired,Success,Night,SLC-36A,Cape Canaveral AFS,Florida,USA
Boeing,12/4/96,6:58:00,Delta II 7925,Mars Pathfinder,Retired,Success,Day,SLC-17B,Cape Canaveral AFS,Florida,USA
NASA,12/7/96,11:49:00,Space Shuttle Columbia,STS-80,Retired,Success,Day,LC-39B,Kennedy Space Center,Florida,USA
ILS,12/18/96,1:57:00,Atlas IIA,Inmarsat 3-F3,Retired,Success,Night,SLC-36B,Cape Canaveral AFS,Florida,USA
Lockheed,12/20/96,18:04:00,Titan IV(404)A,NROL-2 (KH-11 Kennen),Retired,Success,Night,SLC-4E,Vandenberg AFB,California,USA
NASA,1/12/97,9:27:00,Space Shuttle Atlantis,STS-81,Retired,Success,Day,LC-39B,Kennedy Space Center,Florida,USA
Boeing,1/17/97,16:28:00,Delta II 7925,GPS IIR-1,Retired,Failure,Day,SLC-17A,Cape Canaveral AFS,Florida,USA
NASA,2/11/97,8:55:00,Space Shuttle Discovery,STS-82,Retired,Success,Day,LC-39A,Kennedy Space Center,Florida,USA
ILS,2/17/97,1:42:00,Atlas IIAS,JCSAT-4,Retired,Success,Night,SLC-36B,Cape Canaveral AFS,Florida,USA
Lockheed,2/23/97,20:20:00,Titan IV(402)B,DSP,Retired,Success,Night,SLC-40,Cape Canaveral AFS,Florida,USA
ILS,3/8/97,6:01:00,Atlas IIA,Tempo 2,Retired,Success,Day,SLC-36A,Cape Canaveral AFS,Florida,USA
Lockheed,4/4/97,16:47:00,Titan II(23)G,USA-131,Retired,Success,Day,SLC-4W,Vandenberg AFB,California,USA
NASA,4/4/97,19:20:00,Space Shuttle Columbia,STS-83,Retired,Success,Night,LC-39A,Kennedy Space Center,Florida,USA
Lockheed,4/25/97,5:49:00,Atlas I,GOES-K,Retired,Success,Night,SLC-36B,Cape Canaveral AFS,Florida,USA
Boeing,5/5/97,14:55:00,Delta II 7920-10C,MS-1,Retired,Success,Day,SLC-2W,Vandenberg AFB,California,USA
NASA,5/15/97,8:07:00,Space Shuttle Atlantis,STS-84,Retired,Success,Day,LC-39A,Kennedy Space Center,Florida,USA
Boeing,5/20/97,22:39:00,Delta II 7925,Telenor Thor II,Retired,Success,Night,SLC-17A,Cape Canaveral AFS,Florida,USA
NASA,7/1/97,18:02:00,Space Shuttle Columbia,STS-94,Retired,Success,Night,LC-39A,Kennedy Space Center,Florida,USA
Boeing,7/9/97,13:04:00,Delta II 7920-10C,MS-2,Retired,Success,Day,SLC-2W,Vandenberg AFB,California,USA
Boeing,7/23/97,3:43:00,Delta II 7925,USA-132 (GPS IIR-2),Retired,Success,Night,SLC-17A,Cape Canaveral AFS,Florida,USA
ILS,7/28/97,1:15:00,Atlas IIAS,Superbird C,Retired,Success,Night,SLC-36B,Cape Canaveral AFS,Florida,USA
NASA,8/7/97,14:41:00,Space Shuttle Discovery,STS-85,Retired,Success,Day,LC-39A,Kennedy Space Center,Florida,USA
Boeing,8/21/97,0:38:00,Delta II 7920-10C,MS-3,Retired,Success,Night,SLC-2W,Vandenberg AFB,California,USA
Lockheed,8/23/97,6:51:00,Athena I,Lewis,Retired,Success,Day,SLC-6,Vandenberg AFB,California,USA
Boeing,8/25/97,14:39:00,Delta II 7920-8,Advanced Composition Explorer,Retired,Success,Day,SLC-17A,Cape Canaveral AFS,Florida,USA
Northrop,8/29/97,15:02:00,Pegasus XL,FORTE,Active,Success,Day,Stargazer,Vandenberg AFB,California,USA
ILS,9/4/97,12:03:00,Atlas IIAS,GE-3,Retired,Success,Day,SLC-36A,Cape Canaveral AFS,Florida,USA
NASA,9/25/97,14:34:00,Space Shuttle Atlantis,STS-86,Retired,Success,Day,LC-39A,Kennedy Space Center,Florida,USA
Boeing,9/27/97,1:23:00,Delta II 7920-10C,MS-4,Retired,Success,Night,SLC-2W,Vandenberg AFB,California,USA
ILS,10/5/97,21:01:00,Atlas IIAS,Echostar 3,Retired,Success,Night,SLC-36B,Cape Canaveral AFS,Florida,USA
Lockheed,10/15/97,8:43:00,Titan IV(401)B,Cassini???Huygens,Retired,Success,Day,SLC-40,Cape Canaveral AFS,Florida,USA
Northrop,10/22/97,13:13:00,Pegasus XL,STEP-4,Active,Success,Day,Stargazer,Wallops Flight Facility,Virginia,USA
Lockheed,10/24/97,2:32:00,Titan IV(403)A,NROL-3 (Lacrosse),Retired,Success,Night,SLC-4E,Vandenberg AFB,California,USA
Lockheed,10/25/97,0:46:00,Atlas IIA,DSCS IIIB-13,Retired,Success,Night,SLC-36A,Cape Canaveral AFS,Florida,USA
Boeing,11/6/97,0:30:00,Delta II 7925,USA-134 (GPS IIA-19),Retired,Success,Night,SLC-17A,Cape Canaveral AFS,Florida,USA
Lockheed,11/8/97,2:05:00,Titan IV(401)A,NROL-4 (Trumpet),Retired,Success,Night,SLC-41,Cape Canaveral AFS,Florida,USA
Boeing,11/9/97,1:34:00,Delta II 7920-10C,MS-5,Retired,Success,Night,SLC-2W,Vandenberg AFB,California,USA
NASA,11/19/97,19:46:00,Space Shuttle Columbia,STS-87,Retired,Success,Night,LC-39B,Kennedy Space Center,Florida,USA
ILS,12/8/97,23:52:00,Atlas IIAS,Galaxy 8i,Retired,Success,Night,SLC-36B,Cape Canaveral AFS,Florida,USA
Boeing,12/20/97,13:16:00,Delta II 7920-10C,MS-6,Retired,Success,Day,SLC-2W,Vandenberg AFB,California,USA
Northrop,12/23/97,19:11:00,Pegasus XL/HAPS,Orbcomm A1-A8,Active,Success,Night,Stargazer,Wallops Flight Facility,Virginia,USA
